time,process,threads,memory_usage
35:37,256,3596,64.6
35:38,256,3595,64.6
35:42,256,3595,64.6
35:42,256,3596,64.6
35:43,256,3596,64.6
35:48,256,3595,64.7
35:49,256,3595,64.7
35:47,256,3595,64.7
35:52,256,3596,64.9
35:53,256,3597,64.9
35:52,256,3604,65.0
35:58,256,3607,65.0
35:58,256,3609,65.0
36:0,256,3614,65.0
36:2,258,3666,65.0
36:2,258,3666,64.8
36:3,258,3666,64.8
36:8,258,3656,64.9
36:9,258,3656,64.9
36:11,258,3664,64.9
36:13,258,3664,64.9
36:12,258,3664,64.9
36:12,258,3664,64.9
36:19,257,3654,64.9
36:21,257,3654,64.9
36:20,257,3654,64.9
36:22,257,3654,64.9
36:24,257,3654,64.9
36:23,257,3652,64.9
36:31,257,3654,64.9
36:30,257,3654,64.9
36:31,257,3654,64.9
36:32,257,3654,64.9
36:33,257,3654,64.9
36:33,257,3654,64.9
36:40,257,3643,64.9
36:41,257,3643,64.9
36:42,257,3643,64.9
36:43,257,3642,64.9
36:44,257,3644,64.9
36:43,257,3643,64.9
36:52,257,3643,65.0
36:52,257,3643,65.0
36:51,257,3646,65.0
36:53,257,3644,65.0
36:54,257,3642,65.0
36:54,257,3642,65.0
37:2,257,3642,65.0
37:1,257,3643,65.0
37:1,257,3643,65.0
37:4,257,3642,65.0
37:5,257,3641,65.0
37:6,257,3639,65.0
37:12,257,3636,65.0
37:11,257,3636,65.0
37:11,257,3635,65.0
37:15,257,3635,65.0
37:16,257,3635,65.1
37:15,257,3636,65.0
37:21,257,3636,65.2
37:22,257,3636,65.2
37:22,257,3636,65.2
37:25,257,3635,65.2
37:25,257,3635,65.2
37:26,257,3635,65.2
37:32,259,3668,65.2
37:33,259,3677,65.2
37:32,259,3668,65.2
37:36,259,3657,65.1
37:36,259,3657,65.1
37:36,259,3658,65.1
37:43,259,3629,65.1
37:43,259,3631,65.1
37:43,258,3631,65.1
37:47,257,3632,65.1
37:45,257,3631,65.1
37:46,257,3631,65.1
37:52,257,3637,65.1
37:53,257,3637,65.1
37:54,257,3637,65.1
37:56,257,3638,65.1
37:56,257,3638,65.1
37:57,257,3636,65.1
38:3,257,3633,65.1
38:3,257,3634,65.1
38:4,257,3633,65.1
38:7,257,3633,65.1
38:7,257,3613,65.1
38:7,257,3633,65.1
38:13,257,3613,65.1
38:13,257,3613,65.1
38:15,256,3613,65.1
38:17,256,3614,65.1
38:17,256,3613,65.1
38:17,256,3613,65.1
38:22,256,3613,65.1
38:25,256,3611,65.1
38:24,256,3610,65.1
38:28,256,3616,65.1
38:27,256,3616,65.1
38:27,256,3616,65.1
38:33,256,3620,65.1
38:35,256,3619,65.1
38:34,256,3620,65.1
38:38,256,3617,65.1
38:38,256,3616,65.1
38:38,256,3616,65.1
38:44,256,3616,65.1
38:45,256,3616,65.1
38:44,256,3616,65.1
38:48,256,3616,65.1
38:48,256,3616,65.1
38:47,256,3616,65.1
38:55,256,3627,65.2
38:54,256,3626,65.2
38:55,256,3628,65.2
38:58,256,3640,65.2
38:57,256,3641,65.2
38:57,256,3640,65.2
39:5,258,3645,65.2
39:5,258,3645,65.2
39:5,258,3646,65.3
39:7,258,3645,65.3
39:9,258,3646,65.3
39:9,258,3648,65.3
39:15,258,3642,65.3
39:14,258,3643,65.3
39:17,258,3642,65.3
39:18,258,3642,65.3
39:18,258,3642,65.3
39:19,258,3642,65.3
39:24,258,3640,65.3
39:25,258,3641,65.3
39:28,258,3641,65.3
39:28,258,3640,65.3
39:29,258,3640,65.3
39:28,258,3640,65.3
39:35,258,3639,65.3
39:35,258,3639,65.3
39:38,258,3641,65.3
39:40,258,3639,65.3
39:40,258,3638,65.3
39:39,258,3639,65.3
39:46,258,3639,65.4
39:46,258,3639,64.9
39:48,258,3639,64.9
39:50,258,3639,64.9
39:50,258,3639,64.9
39:50,258,3639,64.9
39:57,258,3632,64.9
39:56,258,3632,64.9
39:56,258,3631,64.9
