time,process,threads,memory_percent
2020-4-2,215,2548,57.7
2020-4-2,215,2548,57.7
2020-4-2,215,2548,57.7
2020-4-2,215,2547,57.7
2020-4-2,215,2547,57.7
2020-4-2,215,2548,57.7
2020-4-2,215,2548,57.7
2020-4-2,215,2548,57.7
2020-4-2,215,2546,57.6
2020-4-2,215,2546,57.6
2020-4-2,215,2545,57.6
2020-4-2,215,2542,57.6
2020-4-2,215,2542,57.6
2020-4-2,215,2542,57.6
2020-4-2,215,2541,57.6
2020-4-2,215,2541,57.6
2020-4-2,215,2541,57.6
2020-4-2,215,2541,57.6
2020-4-2,215,2541,57.6
2020-4-2,215,2540,57.6
2020-4-2,215,2539,57.6
2020-4-2,215,2538,57.6
2020-4-2,215,2537,57.6
2020-4-2,215,2538,57.6
2020-4-2,215,2536,57.6
2020-4-2,215,2536,57.6
2020-4-2,215,2535,57.6
2020-4-2,215,2535,57.6
2020-4-2,215,2535,57.6
2020-4-2,215,2534,57.6
2020-4-2,215,2533,57.6
2020-4-2,215,2529,57.6
2020-4-2,215,2528,57.6
2020-4-2,215,2523,57.6
2020-4-2,215,2514,57.6
2020-4-2,215,2510,57.6
2020-4-2,215,2509,57.6
2020-4-2,215,2509,57.6
2020-4-2,215,2508,57.6
2020-4-2,215,2506,57.6
2020-4-2,215,2497,57.6
2020-4-2,215,2494,57.6
2020-4-2,215,2494,57.6
2020-4-2,215,2491,57.3
2020-4-2,215,2490,57.1
2020-4-2,215,2489,57.1
2020-4-2,215,2489,57.1
2020-4-2,215,2491,57.1
2020-4-2,215,2491,57.1
2020-4-2,215,2490,57.1
2020-4-2,215,2490,57.1
2020-4-2,215,2491,57.1
2020-4-2,215,2491,57.1
2020-4-2,215,2490,57.1
2020-4-2,215,2489,57.1
2020-4-2,215,2489,57.1
2020-4-2,215,2490,57.1
2020-4-2,215,2488,57.1
2020-4-2,215,2488,57.1
2020-4-2,215,2481,57.1
2020-4-2,215,2472,57.1
2020-4-2,215,2471,57.1
2020-4-2,215,2468,57.1
2020-4-2,215,2467,57.1
2020-4-2,215,2464,57.1
2020-4-2,215,2459,57.1
2020-4-2,215,2459,57.1
2020-4-2,215,2459,57.1
2020-4-2,215,2454,57.1
2020-4-2,215,2453,57.1
2020-4-2,215,2451,57.0
2020-4-2,215,2452,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2454,57.1
2020-4-2,215,2454,57.1
2020-4-2,215,2455,57.1
2020-4-2,215,2455,57.1
2020-4-2,215,2457,57.1
2020-4-2,215,2458,57.1
2020-4-2,215,2459,57.0
2020-4-2,215,2457,57.1
2020-4-2,215,2456,57.0
2020-4-2,215,2456,57.0
2020-4-2,215,2457,57.0
2020-4-2,215,2457,57.0
2020-4-2,215,2457,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2452,57.0
2020-4-2,215,2452,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2453,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2454,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2456,57.0
2020-4-2,215,2456,57.0
2020-4-2,215,2456,57.0
2020-4-2,215,2456,57.0
2020-4-2,215,2455,57.0
2020-4-2,215,2457,57.0
2020-4-2,215,2460,57.0
2020-4-2,215,2464,57.1
2020-4-2,217,2467,57.1
2020-4-2,215,2471,56.8
2020-4-2,215,2471,57.0
2020-4-2,215,2472,57.0
2020-4-2,215,2472,57.0
2020-4-2,215,2477,57.0
2020-4-2,215,2476,57.0
2020-4-2,215,2477,57.0
2020-4-2,215,2475,57.0
2020-4-2,215,2481,57.0
2020-4-2,215,2480,57.1
2020-4-2,215,2484,57.2
2020-4-2,215,2485,57.1
2020-4-2,215,2486,57.1
2020-4-2,215,2484,57.1
2020-4-2,215,2482,57.1
2020-4-2,215,2482,57.1
2020-4-2,215,2482,57.1
2020-4-2,215,2481,57.1
2020-4-2,215,2477,57.1
2020-4-2,214,2478,57.1
2020-4-2,214,2486,57.1
2020-4-2,215,2495,57.1
2020-4-2,215,2493,57.1
2020-4-2,215,2494,57.1
