time,process,threads,memory_usage
28:32,261,4038,65.9
28:35,261,4028,65.9
28:33,261,4028,65.9
28:38,261,4027,65.9
28:39,261,4027,65.9
28:40,261,4025,65.9
28:43,261,4017,65.9
28:46,261,4015,65.9
28:45,261,4015,66.0
28:50,261,4015,64.8
28:50,261,4015,64.5
28:57,260,4004,64.6
28:56,260,4003,64.6
28:56,260,4004,64.6
29:0,259,4009,64.6
29:0,259,4009,64.6
29:5,261,3992,64.6
29:6,261,3990,64.6
29:6,261,3991,64.6
29:10,261,3986,64.6
29:10,261,3981,64.6
29:14,261,3980,64.6
29:16,261,3981,64.6
29:17,261,3981,64.6
29:16,261,3981,64.6
29:21,261,3980,64.6
29:23,261,3979,64.5
29:24,261,3972,64.5
29:26,261,3980,64.5
28:49,261,4009,64.5
29:28,261,3980,64.5
29:30,260,3974,64.5
29:33,260,3975,64.5
29:34,260,3975,64.5
29:34,260,3974,64.5
29:37,260,3973,64.5
29:38,260,3969,64.5
29:41,260,3968,64.5
29:42,260,3967,64.5
29:45,260,3968,64.6
29:45,260,3967,64.6
29:47,260,3967,64.6
29:51,260,3967,64.6
29:52,260,3967,64.6
29:51,260,3968,64.6
29:55,260,3964,64.7
29:56,260,3965,64.7
29:58,260,3967,64.7
