time,process,threads,memory_usage
43:49,259,3577,65.4
43:50,259,3577,65.4
43:54,259,3567,65.4
43:55,259,3565,65.4
43:57,259,3566,65.4
43:59,259,3573,65.4
44:0,259,3575,65.4
44:0,259,3572,65.4
44:5,261,3590,65.4
44:6,261,3590,65.4
44:8,261,3592,65.4
44:9,261,3591,65.4
44:10,261,3591,65.4
44:11,261,3587,65.4
44:16,261,3587,65.4
44:15,261,3587,65.4
44:17,261,3588,65.4
44:21,261,3587,65.4
44:21,261,3587,65.4
44:20,261,3583,65.4
44:26,261,3586,65.4
44:28,261,3585,65.4
44:27,261,3586,65.4
44:31,261,3585,65.4
44:30,261,3584,65.4
44:32,261,3585,65.4
44:37,261,3582,65.4
44:39,261,3581,65.4
44:38,261,3580,65.4
44:40,261,3577,65.4
44:41,261,3567,65.4
44:42,261,3568,65.4
44:47,261,3565,65.4
44:48,261,3565,65.4
44:48,261,3565,65.4
44:52,259,3562,65.5
44:51,259,3560,65.5
44:52,259,3562,65.6
44:58,259,3560,64.8
44:59,259,3557,64.8
44:59,259,3553,64.8
45:1,259,3550,64.8
45:1,259,3553,64.8
45:2,259,3552,64.8
45:9,259,3559,64.9
45:10,259,3559,64.9
45:10,259,3559,64.9
45:11,259,3560,64.9
45:12,259,3558,64.9
45:11,259,3558,64.9
45:21,258,3554,64.9
45:20,258,3554,64.9
45:20,258,3554,64.9
45:21,258,3555,64.9
45:21,258,3552,64.9
45:22,258,3553,64.9
45:30,258,3544,64.9
45:31,256,3544,64.9
45:30,258,3544,64.9
45:31,256,3544,64.9
45:32,256,3542,64.9
45:32,256,3542,64.9
45:41,256,3536,64.9
45:41,256,3536,64.9
45:41,256,3536,64.9
45:42,256,3537,64.9
45:41,256,3536,64.9
45:42,256,3538,64.9
45:52,256,3534,64.9
45:52,256,3535,64.9
45:51,256,3534,64.9
45:51,256,3534,64.9
45:53,256,3535,64.9
45:52,256,3535,64.9
46:3,256,3534,64.9
46:2,256,3533,64.9
46:3,256,3533,65.0
46:2,256,3533,65.0
46:3,256,3533,65.0
46:3,256,3534,65.0
46:13,256,3536,65.0
46:13,256,3536,65.0
46:12,256,3536,65.0
46:13,256,3537,65.0
46:14,256,3537,65.0
46:14,256,3537,65.0
46:24,256,3535,65.0
46:24,256,3535,65.0
46:24,256,3535,65.0
46:24,256,3535,65.0
46:24,256,3534,65.0
46:25,256,3535,65.0
46:34,256,3534,65.0
46:34,256,3534,65.0
46:34,256,3534,65.0
46:36,256,3531,65.0
46:35,256,3531,65.0
46:35,256,3532,65.0
46:44,256,3521,65.0
46:45,256,3522,65.1
46:46,256,3522,65.1
46:46,256,3522,65.1
46:46,256,3522,65.1
46:47,256,3521,65.1
46:54,256,3521,65.1
46:56,256,3521,65.2
46:56,256,3521,65.2
46:57,256,3522,65.2
46:57,256,3522,65.2
46:58,256,3523,65.2
47:5,256,3529,65.2
47:6,256,3531,65.2
47:7,256,3540,65.2
47:8,256,3539,65.2
47:9,256,3538,65.2
47:7,256,3539,65.2
47:16,256,3539,65.2
47:16,256,3540,65.2
47:18,256,3539,65.3
47:19,256,3539,65.4
47:18,256,3539,65.4
47:19,256,3540,65.4
47:26,256,3545,65.4
47:28,259,3585,65.4
47:29,259,3585,65.4
47:29,260,3595,65.4
47:30,259,3597,65.4
47:29,260,3595,65.4
47:36,259,3597,65.2
47:40,259,3578,65.2
47:39,259,3577,65.2
47:41,259,3576,65.2
47:40,259,3576,65.2
47:41,259,3577,65.2
47:48,257,3552,65.2
47:50,257,3552,65.2
47:51,257,3552,65.2
47:51,257,3552,65.2
47:51,257,3552,65.2
47:52,257,3552,65.2
47:59,257,3551,65.2
48:2,257,3552,65.2
48:2,257,3552,65.2
48:1,257,3552,65.2
48:2,257,3553,65.2
48:2,257,3552,65.2
48:9,257,3543,65.2
48:12,257,3543,65.2
48:12,257,3544,65.2
48:14,257,3543,65.2
48:12,257,3541,65.2
48:13,257,3542,65.2
48:21,257,3530,65.2
48:23,257,3489,65.2
48:23,257,3497,65.2
48:23,257,3496,65.2
48:24,257,3496,65.2
48:23,257,3497,65.2
48:32,257,3502,65.2
48:33,257,3502,65.2
48:33,257,3502,65.2
48:34,257,3500,65.2
48:35,257,3498,65.2
48:34,257,3501,65.2
48:44,257,3494,65.2
48:43,257,3494,65.2
48:43,257,3494,65.2
48:45,257,3494,65.2
48:45,257,3494,65.2
48:45,257,3494,65.2
48:54,257,3488,65.2
48:55,257,3487,65.2
48:54,257,3487,65.2
48:55,257,3487,65.2
48:56,257,3487,65.3
48:56,257,3487,65.2
49:5,258,3499,65.4
49:6,258,3500,65.4
49:5,258,3502,65.4
49:6,258,3502,65.4
49:7,258,3501,65.4
49:6,258,3502,65.4
49:14,258,3496,65.5
49:15,258,3500,65.5
49:16,258,3500,65.5
49:17,258,3501,65.5
49:18,258,3501,65.5
49:18,258,3502,65.5
49:26,258,3502,65.5
49:25,258,3502,65.5
49:27,258,3502,65.5
49:29,258,3503,65.5
49:28,258,3503,65.5
49:29,258,3503,65.5
49:36,258,3499,65.5
49:37,258,3498,65.5
49:38,258,3498,65.5
49:38,258,3497,65.5
49:39,258,3496,65.5
49:41,258,3496,65.5
49:46,258,3497,65.4
49:48,258,3495,65.4
49:48,258,3493,65.4
49:50,258,3492,65.4
49:49,258,3492,65.4
49:51,258,3492,65.4
49:57,258,3496,65.5
49:58,258,3492,65.5
49:59,258,3493,65.5
